state,election_date,parish_code,parish,precinct,race_id,votes_yes,votes_no,total,pct_yes,voters_qualified,voters_voted
LA,2008-11-04,20,Evangeline,04/4020,5555,81,37,118,68.64,,
LA,2008-11-04,20,Evangeline,04/4021,5555,1,1,2,50.0,,
LA,2008-11-04,20,Evangeline,04/4030,5555,195,76,271,71.96,,
LA,2008-11-04,20,Evangeline,04/4040,5555,37,24,61,60.66,,
LA,2008-11-04,20,Evangeline,05/5040,5555,9,9,18,50.0,,
LA,2008-11-04,20,Evangeline,05/5050,5555,2,2,4,50.0,,
LA,2008-11-04,20,Evangeline,Early Voting,5555,86,82,168,51.19,,
LA,2008-11-04,20,Evangeline,01/1010,5556,125,60,185,67.57,,
LA,2008-11-04,20,Evangeline,01/1011,5556,24,27,51,47.06,,
LA,2008-11-04,20,Evangeline,01/1020,5556,29,94,123,23.58,,
LA,2008-11-04,20,Evangeline,01/1030,5556,50,228,278,17.99,,
LA,2008-11-04,20,Evangeline,01/1031,5556,74,157,231,32.03,,
LA,2008-11-04,20,Evangeline,01/1040,5556,85,61,146,58.22,,
LA,2008-11-04,20,Evangeline,01/1041,5556,120,306,426,28.17,,
LA,2008-11-04,20,Evangeline,01/1050,5556,18,104,122,14.75,,
LA,2008-11-04,20,Evangeline,01/1060,5556,24,149,173,13.87,,
LA,2008-11-04,20,Evangeline,01/1080,5556,59,57,116,50.86,,
LA,2008-11-04,20,Evangeline,01/1081,5556,83,21,104,79.81,,
LA,2008-11-04,20,Evangeline,01/1090,5556,36,44,80,45.0,,
LA,2008-11-04,20,Evangeline,01/1091,5556,55,97,152,36.18,,
LA,2008-11-04,20,Evangeline,01/1100,5556,39,123,162,24.07,,
LA,2008-11-04,20,Evangeline,01/1101,5556,74,135,209,35.41,,
LA,2008-11-04,20,Evangeline,01/1110,5556,377,21,398,94.72,,
LA,2008-11-04,20,Evangeline,01/1120,5556,198,37,235,84.26,,
LA,2008-11-04,20,Evangeline,01/1130,5556,42,223,265,15.85,,
LA,2008-11-04,20,Evangeline,01/1131,5556,5,53,58,8.62,,
LA,2008-11-04,20,Evangeline,01/1140,5556,46,144,190,24.21,,
LA,2008-11-04,20,Evangeline,01/1141,5556,8,39,47,17.02,,
LA,2008-11-04,20,Evangeline,01/1150,5556,54,219,273,19.78,,
LA,2008-11-04,20,Evangeline,01/1160,5556,190,11,201,94.53,,
LA,2008-11-04,20,Evangeline,01/1161,5556,4,32,36,11.11,,
LA,2008-11-04,20,Evangeline,01/1162,5556,54,26,80,67.5,,
LA,2008-11-04,20,Evangeline,01/1170,5556,90,51,141,63.83,,
LA,2008-11-04,20,Evangeline,01/1171,5556,28,141,169,16.57,,
LA,2008-11-04,20,Evangeline,03/3010,5556,2,7,9,22.22,,
LA,2008-11-04,20,Evangeline,03/3050,5556,0,3,3,0.0,,
LA,2008-11-04,20,Evangeline,05/5010,5556,0,0,0,,,
LA,2008-11-04,20,Evangeline,05/5020,5556,0,5,5,0.0,,
LA,2008-11-04,20,Evangeline,Early Voting,5556,1762,1340,3102,56.8,,
LA,2008-11-04,21,Franklin,00/14,5557,23,23,46,50.0,,
LA,2008-11-04,21,Franklin,00/16,5557,182,112,294,61.9,,
LA,2008-11-04,21,Franklin,00/18,5557,0,0,0,,,
LA,2008-11-04,21,Franklin,00/24,5557,133,130,263,50.57,,
LA,2008-11-04,21,Franklin,00/25,5557,37,54,91,40.66,,
LA,2008-11-04,21,Franklin,00/26,5557,105,101,206,50.97,,
LA,2008-11-04,21,Franklin,00/27,5557,87,102,189,46.03,,
LA,2008-11-04,21,Franklin,00/27A,5557,6,9,15,40.0,,
LA,2008-11-04,21,Franklin,00/28A,5557,15,20,35,42.86,,
LA,2008-11-04,21,Franklin,Early Voting,5557,174,184,358,48.6,,
LA,2008-11-04,21,Franklin,00/14,5558,24,20,44,54.55,,
LA,2008-11-04,21,Franklin,00/16,5558,174,117,291,59.79,,
LA,2008-11-04,21,Franklin,00/18,5558,0,0,0,,,
LA,2008-11-04,21,Franklin,00/24,5558,128,129,257,49.81,,
LA,2008-11-04,21,Franklin,00/25,5558,48,41,89,53.93,,
LA,2008-11-04,21,Franklin,00/26,5558,127,78,205,61.95,,
LA,2008-11-04,21,Franklin,00/27,5558,97,90,187,51.87,,
LA,2008-11-04,21,Franklin,00/27A,5558,6,8,14,42.86,,
LA,2008-11-04,21,Franklin,00/28A,5558,15,20,35,42.86,,
LA,2008-11-04,21,Franklin,Early Voting,5558,208,150,358,58.1,,
LA,2008-11-04,22,Grant,02/1,5559,70,54,124,56.45,,
LA,2008-11-04,22,Grant,02/2,5559,71,97,168,42.26,,
LA,2008-11-04,22,Grant,02/3,5559,185,187,372,49.73,,
LA,2008-11-04,22,Grant,03/1,5559,87,108,195,44.62,,
LA,2008-11-04,22,Grant,03/2,5559,74,108,182,40.66,,
LA,2008-11-04,22,Grant,03/3,5559,26,29,55,47.27,,
LA,2008-11-04,22,Grant,04/1,5559,21,24,45,46.67,,
LA,2008-11-04,22,Grant,04/2,5559,408,314,722,56.51,,
LA,2008-11-04,22,Grant,05/1,5559,225,178,403,55.83,,
LA,2008-11-04,22,Grant,05/2,5559,288,242,530,54.34,,
LA,2008-11-04,22,Grant,06/1,5559,133,105,238,55.88,,
LA,2008-11-04,22,Grant,06/2,5559,303,274,577,52.51,,
LA,2008-11-04,22,Grant,06/3,5559,75,62,137,54.74,,
LA,2008-11-04,22,Grant,07/1,5559,104,73,177,58.76,,
LA,2008-11-04,22,Grant,07/2,5559,82,48,130,63.08,,
LA,2008-11-04,22,Grant,07/3,5559,303,235,538,56.32,,
LA,2008-11-04,22,Grant,07/4,5559,44,45,89,49.44,,
LA,2008-11-04,22,Grant,08/1,5559,156,220,376,41.49,,
LA,2008-11-04,22,Grant,08/2,5559,6,4,10,60.0,,
LA,2008-11-04,22,Grant,Early Voting,5559,594,417,1011,58.75,,
LA,2008-11-04,22,Grant,02/1,5560,66,56,122,54.1,,
LA,2008-11-04,22,Grant,02/2,5560,60,105,165,36.36,,
LA,2008-11-04,22,Grant,02/3,5560,183,199,382,47.91,,
LA,2008-11-04,22,Grant,03/1,5560,98,92,190,51.58,,
LA,2008-11-04,22,Grant,03/2,5560,74,104,178,41.57,,
LA,2008-11-04,22,Grant,03/3,5560,26,31,57,45.61,,
LA,2008-11-04,22,Grant,04/1,5560,22,25,47,46.81,,
LA,2008-11-04,22,Grant,04/2,5560,396,338,734,53.95,,
LA,2008-11-04,22,Grant,05/1,5560,222,185,407,54.55,,
LA,2008-11-04,22,Grant,05/2,5560,283,247,530,53.4,,
LA,2008-11-04,22,Grant,06/1,5560,126,113,239,52.72,,
LA,2008-11-04,22,Grant,06/2,5560,294,282,576,51.04,,
LA,2008-11-04,22,Grant,06/3,5560,76,60,136,55.88,,
LA,2008-11-04,22,Grant,07/1,5560,95,85,180,52.78,,
LA,2008-11-04,22,Grant,07/2,5560,82,52,134,61.19,,
LA,2008-11-04,22,Grant,07/3,5560,292,248,540,54.07,,
LA,2008-11-04,22,Grant,07/4,5560,40,50,90,44.44,,
LA,2008-11-04,22,Grant,08/1,5560,160,218,378,42.33,,
LA,2008-11-04,22,Grant,08/2,5560,6,4,10,60.0,,
LA,2008-11-04,22,Grant,Early Voting,5560,551,453,1004,54.88,,
LA,2008-11-04,22,Grant,08/1,5561,0,0,0,,,
LA,2008-11-04,22,Grant,08/2,5561,246,132,378,65.08,,
LA,2008-11-04,22,Grant,08/3,5561,60,41,101,59.41,,
LA,2008-11-04,22,Grant,Early Voting,5561,15,9,24,62.5,,
LA,2008-11-04,22,Grant,08/1,5562,0,0,0,,,
LA,2008-11-04,22,Grant,08/2,5562,218,150,368,59.24,,
LA,2008-11-04,22,Grant,08/3,5562,54,44,98,55.1,,
LA,2008-11-04,22,Grant,Early Voting,5562,17,9,26,65.38,,
LA,2008-11-04,22,Grant,01/1,5563,139,60,199,69.85,,
LA,2008-11-04,22,Grant,01/2,5563,118,74,192,61.46,,
LA,2008-11-04,22,Grant,01/3,5563,55,30,85,64.71,,
LA,2008-11-04,22,Grant,Early Voting,5563,82,30,112,73.21,,
LA,2008-11-04,22,Grant,01/1,5564,109,84,193,56.48,,
LA,2008-11-04,22,Grant,01/2,5564,99,87,186,53.23,,
LA,2008-11-04,22,Grant,01/3,5564,187,129,316,59.18,,
LA,2008-11-04,22,Grant,02/1,5564,77,51,128,60.16,,
LA,2008-11-04,22,Grant,02/2,5564,109,125,234,46.58,,
LA,2008-11-04,22,Grant,02/3,5564,199,183,382,52.09,,
LA,2008-11-04,22,Grant,03/1,5564,110,93,203,54.19,,
LA,2008-11-04,22,Grant,03/2,5564,82,102,184,44.57,,
LA,2008-11-04,22,Grant,03/3,5564,29,27,56,51.79,,
LA,2008-11-04,22,Grant,04/1,5564,25,22,47,53.19,,
LA,2008-11-04,22,Grant,04/2,5564,435,299,734,59.26,,
LA,2008-11-04,22,Grant,05/1,5564,240,174,414,57.97,,
LA,2008-11-04,22,Grant,05/2,5564,306,236,542,56.46,,
LA,2008-11-04,22,Grant,06/1,5564,148,95,243,60.91,,
LA,2008-11-04,22,Grant,06/2,5564,327,267,594,55.05,,
LA,2008-11-04,22,Grant,06/3,5564,81,59,140,57.86,,
LA,2008-11-04,22,Grant,07/1,5564,97,81,178,54.49,,
LA,2008-11-04,22,Grant,07/2,5564,83,47,130,63.85,,
LA,2008-11-04,22,Grant,07/3,5564,329,214,543,60.59,,
LA,2008-11-04,22,Grant,07/4,5564,42,48,90,46.67,,
LA,2008-11-04,22,Grant,08/1,5564,176,209,385,45.71,,
LA,2008-11-04,22,Grant,08/2,5564,213,166,379,56.2,,
LA,2008-11-04,22,Grant,08/3,5564,49,46,95,51.58,,
LA,2008-11-04,22,Grant,Early Voting,5564,731,496,1227,59.58,,
LA,2008-11-04,25,Jackson,00/05,5565,3,2,5,60.0,,
LA,2008-11-04,25,Jackson,00/06,5565,25,19,44,56.82,,
LA,2008-11-04,25,Jackson,00/08,5565,99,59,158,62.66,,
LA,2008-11-04,25,Jackson,00/08A,5565,35,19,54,64.81,,
LA,2008-11-04,25,Jackson,00/09,5565,123,64,187,65.78,,
LA,2008-11-04,25,Jackson,00/11,5565,0,0,0,,,
LA,2008-11-04,25,Jackson,Early Voting,5565,33,9,42,78.57,,
LA,2008-11-04,26,Jefferson,00/001,5566,661,301,962,68.71,,
LA,2008-11-04,26,Jefferson,00/002,5566,425,164,589,72.16,,
LA,2008-11-04,26,Jefferson,00/003,5566,352,119,471,74.73,,
LA,2008-11-04,26,Jefferson,00/004,5566,300,115,415,72.29,,
LA,2008-11-04,26,Jefferson,00/005,5566,280,122,402,69.65,,
LA,2008-11-04,26,Jefferson,00/007,5566,337,147,484,69.63,,
LA,2008-11-04,26,Jefferson,00/008,5566,277,126,403,68.73,,
LA,2008-11-04,26,Jefferson,00/009,5566,372,191,563,66.07,,
LA,2008-11-04,26,Jefferson,00/010,5566,301,124,425,70.82,,
LA,2008-11-04,26,Jefferson,00/011,5566,362,162,524,69.08,,
LA,2008-11-04,26,Jefferson,00/012,5566,491,222,713,68.86,,
LA,2008-11-04,26,Jefferson,00/013,5566,539,241,780,69.1,,
LA,2008-11-04,26,Jefferson,00/014,5566,207,102,309,66.99,,
LA,2008-11-04,26,Jefferson,00/015,5566,176,83,259,67.95,,
LA,2008-11-04,26,Jefferson,00/016,5566,243,109,352,69.03,,
LA,2008-11-04,26,Jefferson,00/017,5566,580,296,876,66.21,,
LA,2008-11-04,26,Jefferson,00/018,5566,479,204,683,70.13,,
LA,2008-11-04,26,Jefferson,00/019,5566,222,100,322,68.94,,
LA,2008-11-04,26,Jefferson,00/020,5566,116,64,180,64.44,,
LA,2008-11-04,26,Jefferson,00/021,5566,318,135,453,70.2,,
LA,2008-11-04,26,Jefferson,00/022,5566,140,62,202,69.31,,
LA,2008-11-04,26,Jefferson,00/023,5566,207,110,317,65.3,,
LA,2008-11-04,26,Jefferson,00/024,5566,685,309,994,68.91,,
LA,2008-11-04,26,Jefferson,00/025,5566,630,291,921,68.4,,
LA,2008-11-04,26,Jefferson,00/026,5566,503,246,749,67.16,,
LA,2008-11-04,26,Jefferson,00/027,5566,437,251,688,63.52,,
LA,2008-11-04,26,Jefferson,00/028,5566,173,93,266,65.04,,
LA,2008-11-04,26,Jefferson,00/029,5566,210,79,289,72.66,,
LA,2008-11-04,26,Jefferson,00/030,5566,436,166,602,72.43,,
LA,2008-11-04,26,Jefferson,00/031,5566,376,141,517,72.73,,
LA,2008-11-04,26,Jefferson,00/032,5566,415,169,584,71.06,,
LA,2008-11-04,26,Jefferson,00/033,5566,285,153,438,65.07,,
LA,2008-11-04,26,Jefferson,00/034,5566,294,160,454,64.76,,
LA,2008-11-04,26,Jefferson,00/035,5566,248,99,347,71.47,,
LA,2008-11-04,26,Jefferson,00/036,5566,195,94,289,67.47,,
LA,2008-11-04,26,Jefferson,00/037,5566,272,147,419,64.92,,
LA,2008-11-04,26,Jefferson,00/038,5566,309,190,499,61.92,,
LA,2008-11-04,26,Jefferson,00/039,5566,307,161,468,65.6,,
LA,2008-11-04,26,Jefferson,00/040,5566,258,132,390,66.15,,
LA,2008-11-04,26,Jefferson,00/041,5566,267,123,390,68.46,,
LA,2008-11-04,26,Jefferson,00/042,5566,337,160,497,67.81,,
LA,2008-11-04,26,Jefferson,00/043,5566,264,156,420,62.86,,
LA,2008-11-04,26,Jefferson,00/044,5566,373,208,581,64.2,,
LA,2008-11-04,26,Jefferson,00/045,5566,341,148,489,69.73,,
LA,2008-11-04,26,Jefferson,00/046,5566,180,115,295,61.02,,
LA,2008-11-04,26,Jefferson,00/051,5566,453,266,719,63.0,,
LA,2008-11-04,26,Jefferson,00/052,5566,574,315,889,64.57,,
LA,2008-11-04,26,Jefferson,00/053,5566,341,178,519,65.7,,
LA,2008-11-04,26,Jefferson,00/054,5566,307,146,453,67.77,,
LA,2008-11-04,26,Jefferson,00/055,5566,302,176,478,63.18,,
LA,2008-11-04,26,Jefferson,00/056,5566,356,160,516,68.99,,
LA,2008-11-04,26,Jefferson,00/057,5566,299,172,471,63.48,,
LA,2008-11-04,26,Jefferson,00/058,5566,202,89,291,69.42,,
LA,2008-11-04,26,Jefferson,00/059,5566,413,169,582,70.96,,
LA,2008-11-04,26,Jefferson,00/060,5566,664,328,992,66.94,,
LA,2008-11-04,26,Jefferson,00/061,5566,309,180,489,63.19,,
LA,2008-11-04,26,Jefferson,00/062,5566,265,125,390,67.95,,
LA,2008-11-04,26,Jefferson,00/063,5566,298,90,388,76.8,,
LA,2008-11-04,26,Jefferson,00/064,5566,228,113,341,66.86,,
LA,2008-11-04,26,Jefferson,00/065,5566,305,150,455,67.03,,
LA,2008-11-04,26,Jefferson,00/066,5566,442,223,665,66.47,,
LA,2008-11-04,26,Jefferson,00/067,5566,121,67,188,64.36,,
LA,2008-11-04,26,Jefferson,00/068,5566,387,214,601,64.39,,
LA,2008-11-04,26,Jefferson,00/069,5566,323,130,453,71.3,,
LA,2008-11-04,26,Jefferson,00/070,5566,547,281,828,66.06,,
LA,2008-11-04,26,Jefferson,00/071,5566,648,286,934,69.38,,
LA,2008-11-04,26,Jefferson,00/072,5566,266,139,405,65.68,,
LA,2008-11-04,26,Jefferson,00/073,5566,311,162,473,65.75,,
LA,2008-11-04,26,Jefferson,00/074,5566,418,240,658,63.53,,
LA,2008-11-04,26,Jefferson,00/075,5566,266,131,397,67.0,,
LA,2008-11-04,26,Jefferson,00/076,5566,490,257,747,65.6,,
LA,2008-11-04,26,Jefferson,00/077,5566,461,247,708,65.11,,
LA,2008-11-04,26,Jefferson,00/078,5566,510,258,768,66.41,,
LA,2008-11-04,26,Jefferson,00/079,5566,272,126,398,68.34,,
LA,2008-11-04,26,Jefferson,00/080,5566,230,130,360,63.89,,
LA,2008-11-04,26,Jefferson,00/081,5566,166,76,242,68.6,,
LA,2008-11-04,26,Jefferson,00/082,5566,449,198,647,69.4,,
LA,2008-11-04,26,Jefferson,00/083,5566,136,82,218,62.39,,
LA,2008-11-04,26,Jefferson,00/084,5566,229,120,349,65.62,,
LA,2008-11-04,26,Jefferson,00/085,5566,348,168,516,67.44,,
LA,2008-11-04,26,Jefferson,00/086,5566,224,113,337,66.47,,
LA,2008-11-04,26,Jefferson,00/087,5566,326,144,470,69.36,,
LA,2008-11-04,26,Jefferson,00/088,5566,257,96,353,72.8,,
LA,2008-11-04,26,Jefferson,00/089,5566,313,158,471,66.45,,
LA,2008-11-04,26,Jefferson,00/090,5566,302,126,428,70.56,,
LA,2008-11-04,26,Jefferson,00/091,5566,262,107,369,71.0,,
LA,2008-11-04,26,Jefferson,00/092,5566,272,66,338,80.47,,
LA,2008-11-04,26,Jefferson,00/093,5566,285,97,382,74.61,,
LA,2008-11-04,26,Jefferson,00/094,5566,400,125,525,76.19,,
LA,2008-11-04,26,Jefferson,00/095,5566,311,128,439,70.84,,
LA,2008-11-04,26,Jefferson,00/096,5566,140,39,179,78.21,,
LA,2008-11-04,26,Jefferson,00/097,5566,264,88,352,75.0,,
LA,2008-11-04,26,Jefferson,00/098,5566,505,226,731,69.08,,
LA,2008-11-04,26,Jefferson,00/099,5566,184,89,273,67.4,,
LA,2008-11-04,26,Jefferson,00/100,5566,188,43,231,81.39,,
LA,2008-11-04,26,Jefferson,00/101,5566,126,36,162,77.78,,
LA,2008-11-04,26,Jefferson,00/102,5566,221,107,328,67.38,,
LA,2008-11-04,26,Jefferson,00/103,5566,364,82,446,81.61,,
LA,2008-11-04,26,Jefferson,00/104,5566,192,121,313,61.34,,
LA,2008-11-04,26,Jefferson,00/105,5566,185,69,254,72.83,,
LA,2008-11-04,26,Jefferson,00/106,5566,199,102,301,66.11,,
LA,2008-11-04,26,Jefferson,00/107,5566,19,27,46,41.3,,
LA,2008-11-04,26,Jefferson,00/108,5566,117,95,212,55.19,,
LA,2008-11-04,26,Jefferson,00/115,5566,112,99,211,53.08,,
LA,2008-11-04,26,Jefferson,00/116,5566,248,141,389,63.75,,
LA,2008-11-04,26,Jefferson,00/117,5566,403,195,598,67.39,,
LA,2008-11-04,26,Jefferson,00/118,5566,369,185,554,66.61,,
LA,2008-11-04,26,Jefferson,00/119,5566,299,113,412,72.57,,
LA,2008-11-04,26,Jefferson,00/120,5566,235,96,331,71.0,,
LA,2008-11-04,26,Jefferson,00/121,5566,470,154,624,75.32,,
LA,2008-11-04,26,Jefferson,00/122,5566,430,188,618,69.58,,
LA,2008-11-04,26,Jefferson,00/123,5566,661,293,954,69.29,,
LA,2008-11-04,26,Jefferson,00/124,5566,694,326,1020,68.04,,
LA,2008-11-04,26,Jefferson,00/125,5566,477,208,685,69.64,,
LA,2008-11-04,26,Jefferson,00/126,5566,439,172,611,71.85,,
LA,2008-11-04,26,Jefferson,00/127,5566,266,125,391,68.03,,
LA,2008-11-04,26,Jefferson,00/128,5566,277,153,430,64.42,,
LA,2008-11-04,26,Jefferson,00/129,5566,326,115,441,73.92,,
LA,2008-11-04,26,Jefferson,00/130,5566,187,80,267,70.04,,
LA,2008-11-04,26,Jefferson,00/131,5566,74,51,125,59.2,,
LA,2008-11-04,26,Jefferson,00/132,5566,173,60,233,74.25,,
LA,2008-11-04,26,Jefferson,00/133,5566,138,101,239,57.74,,
LA,2008-11-04,26,Jefferson,00/134,5566,317,141,458,69.21,,
LA,2008-11-04,26,Jefferson,00/136,5566,262,102,364,71.98,,
LA,2008-11-04,26,Jefferson,00/138,5566,65,36,101,64.36,,
LA,2008-11-04,26,Jefferson,00/150,5566,527,380,907,58.1,,
LA,2008-11-04,26,Jefferson,00/151,5566,509,371,880,57.84,,
LA,2008-11-04,26,Jefferson,00/152,5566,181,184,365,49.59,,
LA,2008-11-04,26,Jefferson,00/153,5566,271,199,470,57.66,,
LA,2008-11-04,26,Jefferson,00/154,5566,284,219,503,56.46,,
LA,2008-11-04,26,Jefferson,00/155,5566,232,165,397,58.44,,
LA,2008-11-04,26,Jefferson,00/156,5566,324,314,638,50.78,,
LA,2008-11-04,26,Jefferson,00/157A,5566,475,362,837,56.75,,
LA,2008-11-04,26,Jefferson,00/157B,5566,0,0,0,,,
LA,2008-11-04,26,Jefferson,00/170,5566,357,262,619,57.67,,
LA,2008-11-04,26,Jefferson,00/171,5566,34,30,64,53.12,,
LA,2008-11-04,26,Jefferson,00/172,5566,310,255,565,54.87,,
LA,2008-11-04,26,Jefferson,00/173,5566,136,90,226,60.18,,
LA,2008-11-04,26,Jefferson,00/174,5566,84,63,147,57.14,,
LA,2008-11-04,26,Jefferson,00/175,5566,213,140,353,60.34,,
LA,2008-11-04,26,Jefferson,00/176,5566,124,94,218,56.88,,
LA,2008-11-04,26,Jefferson,00/177,5566,209,146,355,58.87,,
LA,2008-11-04,26,Jefferson,00/178,5566,159,110,269,59.11,,
LA,2008-11-04,26,Jefferson,00/179A,5566,412,300,712,57.87,,
LA,2008-11-04,26,Jefferson,00/179B,5566,126,104,230,54.78,,
LA,2008-11-04,26,Jefferson,00/180,5566,251,144,395,63.54,,
LA,2008-11-04,26,Jefferson,00/181,5566,259,189,448,57.81,,
LA,2008-11-04,26,Jefferson,00/182,5566,191,134,325,58.77,,
LA,2008-11-04,26,Jefferson,00/183,5566,181,103,284,63.73,,
LA,2008-11-04,26,Jefferson,00/184,5566,628,380,1008,62.3,,
LA,2008-11-04,26,Jefferson,00/185A,5566,223,144,367,60.76,,
LA,2008-11-04,26,Jefferson,00/185B,5566,198,102,300,66.0,,
LA,2008-11-04,26,Jefferson,00/187,5566,453,307,760,59.61,,
LA,2008-11-04,26,Jefferson,00/188,5566,165,131,296,55.74,,
LA,2008-11-04,26,Jefferson,00/189,5566,524,352,876,59.82,,
LA,2008-11-04,26,Jefferson,00/190,5566,530,293,823,64.4,,
LA,2008-11-04,26,Jefferson,00/191,5566,430,328,758,56.73,,
LA,2008-11-04,26,Jefferson,00/192,5566,566,356,922,61.39,,
LA,2008-11-04,26,Jefferson,00/193,5566,563,359,922,61.06,,
LA,2008-11-04,26,Jefferson,00/194,5566,747,458,1205,61.99,,
LA,2008-11-04,26,Jefferson,00/195,5566,376,290,666,56.46,,
LA,2008-11-04,26,Jefferson,00/196,5566,355,294,649,54.7,,
LA,2008-11-04,26,Jefferson,00/197A,5566,62,47,109,56.88,,
LA,2008-11-04,26,Jefferson,00/197B,5566,400,311,711,56.26,,
LA,2008-11-04,26,Jefferson,00/197C,5566,0,0,0,,,
LA,2008-11-04,26,Jefferson,00/198,5566,529,253,782,67.65,,
LA,2008-11-04,26,Jefferson,00/199,5566,328,229,557,58.89,,
LA,2008-11-04,26,Jefferson,00/200,5566,198,146,344,57.56,,
LA,2008-11-04,26,Jefferson,00/201,5566,241,205,446,54.04,,
LA,2008-11-04,26,Jefferson,00/202,5566,226,137,363,62.26,,
LA,2008-11-04,26,Jefferson,00/203,5566,286,152,438,65.3,,
LA,2008-11-04,26,Jefferson,00/204,5566,404,226,630,64.13,,
LA,2008-11-04,26,Jefferson,00/205,5566,349,276,625,55.84,,
LA,2008-11-04,26,Jefferson,00/210,5566,116,89,205,56.59,,
LA,2008-11-04,26,Jefferson,00/211,5566,216,123,339,63.72,,
LA,2008-11-04,26,Jefferson,00/212A,5566,204,179,383,53.26,,
LA,2008-11-04,26,Jefferson,00/212B,5566,0,5,5,0.0,,
LA,2008-11-04,26,Jefferson,00/213A,5566,95,53,148,64.19,,
LA,2008-11-04,26,Jefferson,00/213B,5566,277,171,448,61.83,,
LA,2008-11-04,26,Jefferson,00/213C,5566,124,51,175,70.86,,
LA,2008-11-04,26,Jefferson,00/214A,5566,145,85,230,63.04,,
LA,2008-11-04,26,Jefferson,00/214B,5566,215,169,384,55.99,,
LA,2008-11-04,26,Jefferson,00/215,5566,590,330,920,64.13,,
LA,2008-11-04,26,Jefferson,00/216A,5566,537,332,869,61.8,,
LA,2008-11-04,26,Jefferson,00/216B,5566,443,212,655,67.63,,
LA,2008-11-04,26,Jefferson,00/217,5566,587,340,927,63.32,,
LA,2008-11-04,26,Jefferson,00/225,5566,279,210,489,57.06,,
LA,2008-11-04,26,Jefferson,00/226,5566,406,244,650,62.46,,
LA,2008-11-04,26,Jefferson,00/227,5566,385,222,607,63.43,,
LA,2008-11-04,26,Jefferson,00/228,5566,421,235,656,64.18,,
LA,2008-11-04,26,Jefferson,00/229,5566,347,147,494,70.24,,
LA,2008-11-04,26,Jefferson,00/230,5566,591,296,887,66.63,,
LA,2008-11-04,26,Jefferson,00/231,5566,414,266,680,60.88,,
LA,2008-11-04,26,Jefferson,00/232A,5566,235,155,390,60.26,,
LA,2008-11-04,26,Jefferson,00/232B,5566,381,224,605,62.98,,
LA,2008-11-04,26,Jefferson,00/233,5566,225,129,354,63.56,,
LA,2008-11-04,26,Jefferson,00/234,5566,557,338,895,62.23,,
LA,2008-11-04,26,Jefferson,00/235,5566,418,209,627,66.67,,
LA,2008-11-04,26,Jefferson,00/236,5566,422,270,692,60.98,,
LA,2008-11-04,26,Jefferson,00/237,5566,540,304,844,63.98,,
LA,2008-11-04,26,Jefferson,00/238,5566,714,404,1118,63.86,,
LA,2008-11-04,26,Jefferson,00/246,5566,176,140,316,55.7,,
LA,2008-11-04,26,Jefferson,00/247,5566,194,228,422,45.97,,
LA,2008-11-04,26,Jefferson,00/248,5566,274,158,432,63.43,,
LA,2008-11-04,26,Jefferson,00/G001,5566,109,52,161,67.7,,
LA,2008-11-04,26,Jefferson,00/G002,5566,195,97,292,66.78,,
LA,2008-11-04,26,Jefferson,00/G003,5566,349,190,539,64.75,,
LA,2008-11-04,26,Jefferson,00/G004,5566,132,78,210,62.86,,
LA,2008-11-04,26,Jefferson,00/G005,5566,160,107,267,59.93,,
LA,2008-11-04,26,Jefferson,00/G006,5566,141,105,246,57.32,,
LA,2008-11-04,26,Jefferson,00/G007,5566,249,183,432,57.64,,
LA,2008-11-04,26,Jefferson,00/G008,5566,152,104,256,59.38,,
LA,2008-11-04,26,Jefferson,00/G009,5566,348,180,528,65.91,,
LA,2008-11-04,26,Jefferson,00/G010,5566,494,226,720,68.61,,
LA,2008-11-04,26,Jefferson,00/G011,5566,358,243,601,59.57,,
LA,2008-11-04,26,Jefferson,00/GI001,5566,208,209,417,49.88,,
LA,2008-11-04,26,Jefferson,00/H001,5566,369,190,559,66.01,,
LA,2008-11-04,26,Jefferson,00/H002,5566,263,177,440,59.77,,
LA,2008-11-04,26,Jefferson,00/H003,5566,323,171,494,65.38,,
LA,2008-11-04,26,Jefferson,00/H004,5566,446,244,690,64.64,,
LA,2008-11-04,26,Jefferson,00/H005,5566,123,91,214,57.48,,
LA,2008-11-04,26,Jefferson,00/H006,5566,149,74,223,66.82,,
LA,2008-11-04,26,Jefferson,00/H007,5566,294,119,413,71.19,,
LA,2008-11-04,26,Jefferson,00/H008,5566,501,261,762,65.75,,
LA,2008-11-04,26,Jefferson,00/H009,5566,209,124,333,62.76,,
LA,2008-11-04,26,Jefferson,00/K001,5566,540,295,835,64.67,,
LA,2008-11-04,26,Jefferson,00/K002,5566,561,292,853,65.77,,
LA,2008-11-04,26,Jefferson,00/K003,5566,251,151,402,62.44,,
LA,2008-11-04,26,Jefferson,00/K004,5566,541,287,828,65.34,,
LA,2008-11-04,26,Jefferson,00/K005,5566,573,303,876,65.41,,
LA,2008-11-04,26,Jefferson,00/K006,5566,591,356,947,62.41,,
LA,2008-11-04,26,Jefferson,00/K007,5566,633,379,1012,62.55,,
LA,2008-11-04,26,Jefferson,00/K008,5566,582,300,882,65.99,,
LA,2008-11-04,26,Jefferson,00/K009,5566,289,132,421,68.65,,
LA,2008-11-04,26,Jefferson,00/K010,5566,336,137,473,71.04,,
LA,2008-11-04,26,Jefferson,00/K011,5566,258,118,376,68.62,,
