election_date,parish_code,parish,race_id,specific_title,summary_text,full_text,votes_yes,votes_no,pct_yes,voters_qualified,voters_voted,result
2006-04-01,34,Morehouse,4140,8th Wd. FPD No. 1 -- 5.97 Mill - BOC - 10 Yrs.,"8TH WARD FIRE PROTECTION DISTRICT NO. 1 PROPOSITION (MILLAGE RENEWAL)  SUMMARY:  10 YEAR, 5.97 MILLS PROPERTY TAX RENEWAL FOR ACQUIRING, CONSTRUCTING, IMPROVING, MAINTAINING AND/OR OPERATING FIRE PROTECTION FACILITIES IN AND FOR 8TH WARD FIRE PROTECTION DISTRICT NO. 1, INCLUDING, WITHOUT LIMITATION, PURCHASING FIRE TRUCKS AND OTHER RELATED EQUIPMENT, BUILDING AND IMPROVING FIRE STATIONS, AND OBTAINING WATER FOR FIRE PROTECTION PURPOSES.","Shall 8th Ward Fire Protection District No. 1 of the Parish of Morehouse, State of Louisiana (the ""District""), be authorized to levy a special tax of five and ninety-seven hundredths (5.97) mills on all the property subject to taxation within the District, for a period of ten (10) years, beginning with the year 2007 and ending with the year 2016, for the purpose of acquiring, constructing, improving, maintaining and/or operating fire protection facilities in and for the District, including, without limitation, purchasing fire trucks and other related equipment, building and improving fire stations, and obtaining water for fire protection purposes?",69,7,90.79,-1,-1,Pass
2006-04-01,43,Sabine,4141,"Parishwide -- Prop. #1 - $4,500,000 Bond - PJ - 20 Yrs.","PROPOSITION NO. 1 (BONDS)  SUMMARY:  TO AUTHORIZE $4,500,000 OF 20-YEAR GENERAL OBLIGATION BONDS OF THE PARISH OF SABINE FOR THE PURPOSE OF ACQUIRING, CONSTRUCTING AND IMPROVING PUBLIC LIBRARIES, INCLUDING ACQUIRING BOOKS, EQUIPMENT AND FURNISHINGS THEREFOR, SAID BONDS TO BE PAYABLE FROM AD VALOREM TAXES.","Shall the Parish of Sabine, State of Louisiana (the ""Parish""), incur debt and issue bonds to the amount of Four Million Five Hundred Thousand Dollars ($4,500,000), to run twenty (20) years from the date thereof, with interest at a rate of rates not exceeding eight per centum (8%) per annum, for the purpose of acquiring, constructing and improving public libraries, including acquiring books, equipment and furnishings therefor, title to which shall be in the public; which bonds will be general obligation bonds of the Parish and will be payable from ad valorem taxes to be levied and collected in the manner provided by Article VI, Section 33 of the Constitution of the State of Louisiana of 1974 and statutory authority supplemental thereto?",609,1180,34.04,-1,-1,Fail
2006-04-01,43,Sabine,4142,Parishwide -- Prop. #2 - 1/8% S&U - PJ - 20 Yrs.,"PROPOSITION NO. 2 (SALES TAX)  SUMMARY:  1/8% SALES AND USE TAX FOR TWENTY YEARS FOR CONSTRUCTING, ACQUIRING, IMPROVING, EQUIPPING, FURNISHING, MAINTAINING, OPERATING AND SUPPORTING PUBLIC LIBRARIES IN SABINE PARISH, INCLUDING PAYING PRINCIPAL OF AND INTEREST ON BONDS OR OTHER INDEBTEDNESS ISSUED BY THE PARISH FOR LIBRARY PURPOSES.","Shall the Parish of Sabine, State of Louisiana (the ""Parish""), be authorized to levy and collect a tax of one-eighth of one percent (1/8%) (the ""Tax""), for a period of twenty (20) years from the date of the first levy thereof, upon the sale at retail, the use, the lease or rental, the consumption, and the storage for use or consumption, of tangible personal property and on the sales of services in the Parish, all as defined by law, with the proceeds of the Tax (after paying the reasonable and necessary costs and expenses of collecting and administering the Tax), to be dedicated and used for the purpose of constructing, acquiring, improving, equipping, furnishing, maintaining, operating and supporting public libraries in the Parish, including payment of principal of and interest on bonds or other indebtedness issued by the Parish for library purposes?",573,1211,32.12,-1,-1,Fail
2006-04-01,62,West Carroll,4143,Parishwide -- 1/2% S&U Tax Renewal - PJ - 10 Yrs.,"PARISHWIDE PROPOSITION (SALES TAX RENEWAL)  SUMMARY:  1/2% SALES AND USE TAX RENEWAL FOR 10 YEARS TO PROVIDE FIRE PROTECTION IN THE EIGHT (8) FIRE PROTECTION DISTRICTS IN THE PARISH THROUGH THE ACQUISITION, CONSTRUCTION, IMPROVEMENT, OPERATION AND MAINTENANCE OF EQUIPMENT, PROPERTY AND FACILITIES TO BE USED IN PROVIDING SUCH FIRE PROTECTION, INCLUDING PAYMENT OF THE COSTS OF TRAINING AND OBTAINING WATER FOR FIRE PROTECTION PURPOSES AND THE PAYMENT OF DEBT SERVICE ON DEBT OBLIGATIONS ISSUED FOR SUCH PURPOSES AND WITH THE PROCEEDS OF THE TAX TO BE SUBJECT TO BEING FUNDED INTO BONDS.","Shall the Parish of West Carroll, State of Louisiana (the ""Parish""), under the provisions of Article VI, Section 29 of the Constitution of the State of Louisiana of 1974, and other constitutional and statutory authority, be authorized to levy and collect a tax of one-half of one percent (1/2%) (the ""Tax""), for a period of ten (10) years from January 1, 2007, upon the sale at retail, the use, the lease or rental, the consumption, and the storage for use or consumption, of tangible personal property and on the sales of services in the Parish, all as defined by law, with the proceeds of the Tax (after paying the reasonable and necessary costs and expenses of collecting and administering the Tax), to be dedicated and used to provide fire protection in the eight (8) fire protection districts in the Parish through the acquisition, construction, improvement, operation and maintenance of equipment, property and facilities to be used in providing such fire protection, including payment of the costs of training and obtaining water for fire protection purposes and the payment of debt service on debt obligations issued for such purposes, and shall the Parish be further authorized to fund the proceeds of the Tax into bonds for any of the capital purposes set forth above to the extent and in the manner permitted by the laws of Louisiana, including Sub-Part F, Part III; Chapter 4, Title 39 of the Louisiana Revised Statutes of 1950, as amended?",701,158,81.61,-1,-1,Pass
2006-04-22,36,Orleans,4144,Lakeview Crime Prev. Dist -- $150.00 Annual Fee - City Council - 4 Yrs.,LAKEVIEW CRIME PREVENTION DISTRICT PROPOSITION  SUMMARY:  A SPECIAL ANNUAL FEE NOT TO EXCEED ONE HUNDRED FIFTY DOLLARS ($150.00) FOR FOUR YEARS UPON EACH IMPROVED PARCEL WITHIN THE LAKEVIEW CRIME PREVENTION DISTRICT FOR THE PREVENTION OF CRIME AND TO INCREASE THE PRESENCE OF LAW ENFORCEMENT PERSONNEL IN THE LAKEVIEW CRIME PREVENTION DISTRICT.,"Shall the City of New Orleans levy a special annual fee to be called the Lakeview Crime Prevention Fee on each improved parcel of real property situated within the boundaries of the Lakeview Crime Prevention District (which District is comprised of the area of the parish of Orleans lying within the following perimeter: commencing at the corner of City Park Avenue and Orleans Avenue and proceeding in a westerly direction along City Park Avenue to the Pontchartrain Expressway, thence in a northerly direction to the intersection of Veterans Memorial Boulevard, thence in a westerly direction to the 17th Street Canal, thence in a northerly direction to Lake Pontchartrain, thence in an easterly direction to West End Boulevard, thence in a southerly direction to Robert E. Lee Boulevard, thence in a easterly direction to Orleans Avenue, and thence in a southerly direction to City Park Avenue and the point of beginning) as specified by Resolution R-05-540 (As Amended) of the City Council in an amount not to exceed one hundred fifty dollars ($150.00) annually for four (4) years beginning in 2007 and ending in 2010 to be used solely and exclusively for the prevention of crime and the provision of additional security by providing for an increase in the presence of law enforcement personnel in the Lakeview Crime Prevention District as determined and managed by the Board of Commissioners of the Lakeview Crime Prevention District, which additional security and law enforcement personnel provided for by the proceeds of this fee shall be supplemental to and not in lieu of personnel and services provided in the District by the New Orleans Police Department?",4099,1489,73.35,-1,-1,Pass
2006-04-29,02,Allen,4146,Road District No. 1 -- 21.47 Mill - PJ - 10 Yrs.,"ROAD DISTRICT NO. 1 PROPOSITION (TAX CONTINUATION)  SUMMARY:  10 YEAR, 21.47 MILLS PROPERTY TAX CONTINUATION TO BE DEDICATED SOLELY FOR THE PURPOSE OF CONSTRUCTING, IMPROVING, OPERATING AND MAINTAINING PARISH ROADS AND BRIDGES WITHIN THE DISTRICT.","Shall Road District No. 1 of the Parish of Allen, State of Louisiana (the ""District"") be authorized to continue to levy a special tax of twenty-one and forty-seven hundredths (21.47) mills on all the property subject to taxation in the District for a period of ten (10) years beginning with the year 2006 and ending with the year 2015, to be dedicated solely for the purpose of constructing, improving, operating and maintaining Parish roads and bridges within said District?",162,50,76.42,-1,-1,Pass
2006-04-29,02,Allen,4147,Road District No. 3 -- 34.77 Mill - PJ - 10 Yrs.,"ROAD DISTRICT NO. 3 PROPOSITION (TAX CONTINUATION)  SUMMARY:  10 YEAR, 34.77 MILLS PROPERTY TAX CONTINUATION FOR CONSTRUCTING, IMPROVING, OPERATING AND MAINTAINING PARISH ROADS AND BRIDGES WITHIN THE DISTRICT.","Shall Road District No. 3 of the Parish of Allen, State of Louisiana (the ""District"") be authorized to continue to levy a special tax of thirty-four and seventy-seven hundredths (34.77) mills on all the property subject to taxation in the District for a period of ten (10) years beginning with the year 2006 and ending with the year 2015, for the purpose of constructing, improving, operating and maintaining Parish roads and bridges within said District?",151,41,78.65,-1,-1,Pass
2006-04-29,02,Allen,4148,Sub-Rd. Dist #1/Rd Dist 1 -- 8.10 Mill - PJ - 10 Yrs.,"SUB-ROAD DISTRICT NO. 1 OF ROAD DISTRICT NO. 1 PROPOSITION (TAX CONTINUATION)  SUMMARY:  10 YEAR, 8.10 MILLS PROPERTY TAX CONTINUATION FOR CONSTRUCTING, OPERATING AND MAINTAINING PARISH ROADS AND BRIDGES WITHIN THE DISTRICT.","Shall Sub-Road District No. 1 of Road District No. 1 of the Parish of Allen, State of Louisiana (the ""District"") be authorized to continue to levy a special tax of eight and ten hundredths (8.10) mills on all the property subject to taxation in the District for a period of ten (10) years beginning with the year 2006 and ending with the year 2015, for the purpose of constructing, operating and maintaining Parish roads and bridges within said District?",41,15,73.21,-1,-1,Pass
2006-04-29,02,Allen,4149,Sub-Road District No. 5-A -- 3.19 Mill - PJ - 10 Yrs.,"SUB-ROAD DISTRICT NO. 5-A PROPOSITION (TAX CONTINUATION)  SUMMARY:  10 YEAR, 3.19 MILLS PROPERTY TAX RENEWAL FOR CONSTRUCTING, OPERATING AND MAINTAINING PARISH ROADS AND BRIDGES WITHIN THE DISTRICT.","Shall Sub-Road District No. 5-A of the Parish of Allen, State of Louisiana (the ""District""), levy a three and nineteen hundredths (3.19) mills tax on all the property subject to taxation within the District, for a period of ten (10) years, beginning with the year 2006 and ending with the year 2015, for the purpose of constructing, operating and maintaining Parish roads and bridges within the District? SUB-ROAD DISTRICT NO. 1 OF ROAD DISTRICT NO. 1 PROPOSITION (TAX CONTINUATION)",177,136,56.55,-1,-1,Pass
2006-04-29,10,Calcasieu,4150,Comm.Ctr./Plygrnd Dist. 4 -- 2 Mill - BOC - 10 Yrs.,"COMMUNITY CENTER AND PLAYGROUND DISTRICT NO. FOUR OF WARD ONE PROPOSITION (2.0 MILL PROPERTY TAX)  SUMMARY:  AUTHORIZATION TO LEVY A 2-MILL AD VALOREM PROPERTY TAX TO IMPROVE, MAINTAIN, AND OPERATE THE DISTRICT'S SENIOR CITIZEN CENTER AND TO ACQUIRE EQUIPMENT, IMPROVE FACILITIES, AND DEVELOP PROGRAMS FOR PROVISION OF SERVICES TO SENIOR CITIZENS IN THE DISTRICT.","Shall Community Center and Playground District No. Four of Ward One of Calcasieu Parish (the ""District"") be authorized to levy and collect a special tax of 2.0 mills on all property subject to taxation within the District for a period of ten (10) years beginning on January 1, 2006, and ending on December 31, 2015, for purposes of improving, maintaining, and operating the District's Senior Citizen Center and for acquiring equipment, improving facilities, and developing programs for provision of services to senior citizens in the District?",262,241,52.09,-1,-1,Pass
2006-04-29,16,De Soto,4151,Waterworks District No. 1 -- 1.01 Mill - BOC - 10 Yrs.,"WATERWORKS DISTRICT NO. 1 PROPOSITION (MILLAGE CONTINUATION)  SUMMARY:  10 YEAR, 1.01 MILL PROPERTY TAX CONTINUATION FOR MAINTAINING, OPERATING AND IMPROVING WATERWORKS DISTRICT  NO. 1'S WATERWORKS SYSTEM, INCLUDING PROPERTY, EQUIPMENT AND FACILITIES NECESSARY THEREFOR.","Shall Waterworks District No. 1 of the Parish of DeSoto, State of Louisiana (the ""District""), levy a one and one-hundredth (1.01) mills tax on all property subject to taxation within the District for a period of ten (10) years, beginning with the year 2007 and ending with the year 2016, for the purpose of maintaining, operating and improving the District's waterworks system, including property, equipment and facilities necessary therefor?",358,315,53.19,-1,-1,Pass
2006-04-29,17,East Baton Rouge,4152,Cons. School Dist. No. 1 -- Prop. #1 - .72 Mill - SB - 10 Yrs.,PROPOSITION NO. 1  (TAX RENEWAL)  SUMMARY:  RENEWAL OF A 10 YEAR .72 MILL PROPERTY TAX FOR THE PURPOSE OF SUPPORTING THE ALCOHOL AND DRUG ABUSE PREVENTION PROGRAM OF THE EAST BATON ROUGE PARISH SCHOOL BOARD.,"Shall Consolidated School District No. 1 of the Parish of East Baton Rouge, State of Louisiana (the ""District""), levy a special tax of seventy-two hundredths (.72) mill on all property subject to taxation in the District for a period of ten (10) years, beginning with the year 2007 and ending with the year 2016, for the purpose of supporting the Alcohol and Drug Abuse Prevention Program of the East Baton Rouge Parish School Board, commonly referred to as the ""I CARE"" Program?",8487,5186,62.07,-1,-1,Pass
2006-04-29,17,East Baton Rouge,4153,Cons. School Dist. No. 1 -- Prop. #2 - 1.04 Mill - SB - 10 Yrs.,PROPOSITION NO. 2  (TAX RENEWAL)  SUMMARY:  RENEWAL OF A 10 YEAR 1.04 MILLS PROPERTY TAX FOR THE PURPOSE OF OPERATING AND MAINTAINING THE PUBLIC SCHOOL SYSTEM.,"Shall Consolidated School District No. 1 of the Parish of East Baton Rouge, State of Louisiana (the ""District""), levy a special tax of one and four hundredths (1.04) mills on all property subject to taxation in the District, for a period of ten (10) years, beginning with the year 2007 and ending with the year 2016, for the purpose of operating and maintaining the public school system?",8424,5215,61.76,-1,-1,Pass
2006-04-29,17,East Baton Rouge,4154,Cons. School Dist. No. 1 -- Prop. #3 - 5.99 Mill - SB - 10 Yrs.,PROPOSITION NO. 3  (TAX RENEWAL)  SUMMARY:  RENEWAL OF A 10 YEAR 5.99 MILLS PROPERTY TAX FOR THE PURPOSE OF PAYING AND IMPROVING SALARIES AND OTHER BENEFITS OF PUBLIC SCHOOL EMPLOYEES.,"Shall Consolidated School District No. 1 of the Parish of East Baton Rouge, State of Louisiana (the ""District""), levy a tax of five and ninety-nine hundredths (5.99) mills on all property subject to taxation in the District, for a period of ten (10) years, beginning with the year 2007 and ending with the year 2016, for the purpose of paying and improving salaries and other benefits of public school employees?",8495,5154,62.24,-1,-1,Pass
2006-04-29,17,East Baton Rouge,4155,"Zachary School Dist. #1 -- $25,000,000 Bond - SB - 20 Yrs.","ZACHARY COMMUNITY SCHOOL DISTRICT NO. 1 PROPOSITION (BOND)  SUMMARY:  AUTHORITY TO ISSUE 20-YEAR BONDS TO THE AMOUNT OF $25,000,000 FOR THE PURPOSE OF ACQUIRING AND/OR IMPROVING LANDS FOR BUILDING SITES AND PLAYGROUNDS, INCLUDING CONSTRUCTION OF NECESSARY SIDEWALKS AND STREETS ADJACENT THERETO; PURCHASING, ERECTING AND/OR IMPROVING SCHOOL BUILDINGS AND OTHER SCHOOL RELATED FACILITIES WITHIN AND FOR THE DISTRICT AND ACQUIRING THE NECESSARY EQUIPMENT AND FURNISHINGS THEREFOR, TITLE TO WHICH SHALL BE IN THE PUBLIC.","Shall the Zachary Community School District No. 1, State of Louisiana (the ""District""), incur debt and issue bonds to the amount of Twenty-Five Million Dollars ($25,000,000), to run twenty (20) years from date thereof, with interest at a rate not exceeding nine per centum (9%) per annum, to be sold at par, premium or discount, for the purpose of acquiring and/or improving lands for building sites and playgrounds, including construction of necessary sidewalks and streets adjacent thereto; purchasing, erecting and/or improving school buildings and other school related facilities within and for the District and acquiring the necessary equipment and furnishings therefor, title to which shall be in the public; which bonds will be general obligations of the District and will be payable from ad valorem taxes to be levied and collected in the manner provided by Article VI, Section 33 of the Constitution of the State of Louisiana of 1974 and statutory authority supplemental thereto?",738,287,72.0,-1,-1,Pass
2006-04-29,19,East Feliciana,4156,Parishwide -- 1 Mill - PJ - 10 Yrs.,"EAST FELICIANA PARISH COMMUNICATIONS DISTRICT PROPOSITION (TAX CONTINUATION)  SUMMARY:  CONTINUATION OF A 10 YEAR 1 MILL PROPERTY TAX OF THE EAST FELICIANA PARISH COMMUNICATIONS DISTRICT FOR ACQUIRING, CONSTRUCTING, IMPROVING, MAINTAINING AND/OR OPERATING AN ENHANCED 911 TELEPHONE SYSTEM (INCLUDING THE PAYMENT OF NECESSARY DISPATCH PERSONNEL).","Shall the East Feliciana Parish Communications District (the ""District"") levy a one (1) mill tax on all the property subject to taxation in the District for a period of ten (10) years, beginning with the year 2006 and ending with the year 2015 for the purpose of acquiring, constructing, improving, maintaining and/or operating an enhanced 911 telephone system (including the payment of necessary dispatch personnel)?",592,169,77.79,-1,-1,Pass
2006-04-29,21,Franklin,4157,Parishwide -- 1/2% S&U - SB - 5 Yrs.,"PARISHWIDE PROPOSITION (SALES AND USE TAX)  SUMMARY:  5 YEAR 1/2% SALES AND USE TAX WITH A MINIMUM OF 15% OF THE NET PROCEEDS OF THE TAX TO BE USED FOR PURCHASING AND ACQUIRING CLASSROOM TEACHING SUPPLIES AND EQUIPMENT, AND THE REMAINING NET PROCEEDS TO BE PLACED IN A SEPARATE ACCOUNT TO BE DEDICATED, ALLOCATED AND USED FOR THE PURPOSE OF IMPROVING SCHOOL RELATED FACILITIES AND EQUIPMENT FOR, AND PAYING MAINTENANCE AND OPERATING EXPENSES OF, THE PUBLIC SCHOOL SYSTEM OF THE PARISH (EXCLUDING THE PAYMENT OF SALARIES OF SCHOOL BOARD MEMBERS).","Shall the Parish School Board of the Parish of Franklin, State of Louisiana (the ""Parish School Board""), under the provisions of Article VI, Section 29 of the Constitution of the State of Louisiana of 1974, and other constitutional and statutory authority supplemental thereto, be authorized to levy and collect, and adopt an ordinance providing for such levy and collection, a tax of one-half of one percent (1/2%) (the ""Tax"") upon the sale at retail, the use, the lease or rental, the consumption and the storage for use or consumption, of tangible personal property and upon the sale of services in Franklin Parish (the ""Parish""), all as defined in  R. S. 47:301 to 47:317, inclusive, for a period of five (5) years with a minimum of fifteen percent (15%) of the net proceeds of the Tax (after paying the reasonable and necessary costs and expenses of collecting and administering the Tax) to be used for the purpose of purchasing and acquiring classroom teaching supplies and equipment, and the remaining net proceeds to be placed in a separate account to be dedicated, allocated and used for the purpose of improving school related facilities and equipment for, and paying maintenance and operating expenses of, the public school system of the Parish (excluding the payment of salaries of School Board members)?",2275,941,70.74,-1,-1,Pass
2006-04-29,21,Franklin,4158,Village of Baskin -- Appt. Marshal to COP - Council,VILLAGE OF BASKIN PROPOSITION  SUMMARY:  AUTHORITY OF THE MAYOR TO APPOINT A MARSHAL WHO SHALL BE CHIEF OF POLICE OF THE VILLAGE OF BASKIN.,"Shall the Mayor of the Village of Baskin be authorized to appoint a Marshal who shall be the Chief of Police, said appointment to be confirmed upon the approval of the Council of the Village of Baskin, with the first such appointment to be made and effective at the end of the term of the Marshal/Chief of Police in office at the time of the election on this proposition, in accordance with La. R.S. 33:381.2?",16,36,30.77,-1,-1,Fail
2006-04-29,27,Jefferson Davis,4159,Parishwide -- 1% S&U - SB - 10 Yrs.,"PARISHWIDE PROPOSITION (SCHOOL BOARD SALES AND USE TAX RENEWAL)  SUMMARY: 10 YEAR, 1% SALES AND USE TAX RENEWAL TO SUPPLEMENT OTHER REVENUES AVAILABLE TO THE SCHOOL BOARD FOR THE PAYMENT OF SALARIES OF TEACHERS IN THE PUBLIC ELEMENTARY AND SECONDARY SCHOOLS OF THE PARISH, INCLUDING THE PAYMENT OF TEACHERS' BENEFITS; FOR THE PAYMENT OF SALARIES OF OTHER PERSONNEL EMPLOYED BY THE SCHOOL BOARD IN ADDITION TO TEACHERS, INCLUDING THE PAYMENT OF EMPLOYEES' BENEFITS; AND FOR PAYING THE EXPENSES OF OPERATING AND MAINTAINING PUBLIC SCHOOLS.","Shall the Parish School Board of the Parish of Jefferson Davis, State of Louisiana, under the provisions of Article VI, Section 29 of the Constitution of the State of Louisiana of 1974, Section 2721.6 of Title 33 of the Louisiana Revised Statutes of 1950, as amended, and other Constitutional and statutory authority supplemental thereto, be authorized to continue to levy and collect a tax of one percent (1%) (the ""Tax"") upon the sale at retail, the use, the lease or rental, the consumption and storage for use or consumption, of tangible personal property and on sales of services in the Parish of Jefferson Davis, in the manner provided by State law, for a period of ten (10) years from December 1, 2007, with the proceeds of the Tax (after paying the reasonable and necessary costs and expenses of collecting and administering the Tax) to be dedicated and used to supplement other revenues available to the School Board for the payment of salaries of teachers in the public elementary and secondary schools of the Parish, including the payment of teachers' benefits; for the payment of salaries of other personnel employed by the School Board in addition to teachers, including the payment of employees' benefits; and for paying the expenses of operating and maintaining public schools?",1284,128,90.93,-1,-1,Pass
2006-04-29,29,Lafourche,4160,Fire Protection Dist. #6 -- $48.00 Parcel Fee - BOC - 10 Yrs.,"FIRE PROTECTION DISTRICT NO. 6 PROPOSITION (PARCEL FEE)  SUMMARY:  AUTHORITY TO LEVY A 10 YEAR, $48.00 PARCEL FEE FOR ACQUIRING AND MAINTAINING TRAINING FACILITIES AND EQUIPMENT AND TO PAY THE SALARIES AND RELATED EXPENSES OF PERSONNEL EMPLOYED TO PERFORM THE ADMINISTRATIVE DUTIES OF THE DISTRICT AND THE MAINTENANCE OF BUILDINGS, EQUIPMENT AND FIRE SUPPRESSION SERVICES OF THE DISTRICT.","Shall Fire Protection District No. 6 of the Parish of Lafourche, State of Louisiana (the ""District""), levy and collect annually for a period of ten (10) years, beginning with the year 2006, a fee of Forty-Eight Dollars ($48.00) on each lot, subdivided portion of ground or individual tract upon which is located, either in whole or in part, a residential or commercial structure, regardless of the structure's being occupied or unoccupied (commercial structures which are composed of multiple buildings either for commercial or residential use shall be assessed per business or per residential occupancy), for the purpose of acquiring and maintaining training facilities and equipment and to pay the salaries and related expenses of personnel employed to perform the administrative duties of the District and the maintenance of buildings, equipment and fire suppression services of the District?",120,776,13.39,-1,-1,Fail
2006-04-29,30,LaSalle,4161,Law Enforcement District -- Parishwide - 1/2% S&U - Sheriff - 10 Yrs.,"LAW ENFORCEMENT DISTRICT PROPOSITION (SALES TAX)  SUMMARY:  1/2% SALES AND USE TAX, TO RUN FOR TEN YEARS, FOR PAYING LAWFUL EXPENSES OF OPERATING THE LAW ENFORCEMENT DISTRICT AND THE LASALLE PARISH SHERIFF'S OFFICE.","Shall the Law Enforcement District of the Parish of LaSalle, State of Louisiana (the ""District""), be authorized to levy and collect a tax of one-half of one percent (1/2%), for a period of ten (10) years, effective July 1, 2006 (the ""Tax""), upon the sale at retail, the use, the lease or rental, the consumption, and the storage for use or consumption, of tangible personal property and on sales of services in the District, all as defined in La. R.S. 47:301 through La. R.S 47:317, inclusive, with the proceeds of the Tax (after paying reasonable and necessary costs and expenses of collecting and administering the Tax) to be dedicated and used for the purposes of paying lawful expenses of operating the District and the LaSalle Parish Sheriff's Office?",1658,1713,49.18,-1,-1,Fail
2006-04-29,37,Ouachita,4162,Monroe Spec. School Dist. -- Prop. #1 - 14.41 Mill - SB - 10 Yrs.,"PROPOSITION NO. 1 (MILLAGE RENEWAL)  SUMMARY:  10 YEAR, 14.41 MILLS PROPERTY TAX RENEWAL FOR MAINTAINING AND OPERATING THE CITY SCHOOLS OF THE MONROE CITY SCHOOL BOARD.","Shall the City of Monroe Special School District (through the Monroe City School Board, acting as the governing authority thereof), as a special school district under Article VIII, Section 10 of the Constitution of the State of Louisiana of 1974, and other constitutional and statutory authority, be authorized to continue to levy and collect a tax of fourteen and forty-one hundredths (14.41) mills on all property subject to taxation in said school district for a period of ten (10) years, beginning with the year 2007 and ending with the year 2016, for the purpose of maintaining and operating the city schools of the Monroe City School Board?",2858,820,77.71,-1,-1,Pass
2006-04-29,37,Ouachita,4163,Monroe Spec. School Dist. -- Prop. #2 - 6.14 Mill - SB - 10 Yrs.,"PROPOSITION NO. 2  (MILLAGE RENEWAL)  SUMMARY:  10 YEAR, 6.14 MILLS PROPERTY TAX RENEWAL FOR GIVING AND PROVIDING ADDITIONAL AID AND SUPPORT TO THE CITY SCHOOLS OF THE MONROE CITY SCHOOL BOARD, PROVIDED PROCEEDS FROM SAID TAX WILL NOT BE USED FOR PAYMENT OF SALARIES OF PROFESSIONAL PERSONNEL.","Shall the City of Monroe Special School District (through the Monroe City School Board, acting as the governing authority thereof), as a special school district under Article VIII, Section 10 of the Constitution of the State of Louisiana of 1974, and other constitutional and statutory authority, be authorized to continue to levy and collect a tax of six and fourteen hundredths (6.14) mills on all property subject to taxation in said school district for a period of ten (10) years, beginning with the year 2007 and ending with the year 2016, for the purpose of giving and providing additional aid and support to the city schools of the Monroe City School Board, provided proceeds from said tax will not be used for payment of salaries of professional personnel?",2843,856,76.86,-1,-1,Pass
2006-04-29,42,Richland,4164,Parishwide -- Prop. #1 - 7.69 Mill - SB - 10 Yrs.,"PROPOSITION NO. 1 (MILLAGE CONTINUATION)  SUMMARY:  10 YEAR, 7.69 MILLS PROPERTY TAX CONTINUATION FOR THE RICHLAND PARISH SCHOOL BOARD, FOR GIVING ADDITIONAL SUPPORT TO PUBLIC SCHOOLS.","Shall the Parish School Board of the Parish of Richland, State of Louisiana, continue to levy a special tax of seven and sixty-nine hundredths (7.69) mills on all the property subject to taxation in the Parish of Richland for a period of ten (10) years, beginning with the year 2007 and ending with the year 2016, for the purpose of giving additional support to public elementary and secondary schools in said Parish?",1484,427,77.66,-1,-1,Pass
2006-04-29,42,Richland,4165,Parishwide -- Prop. #2 - 1/2% S&U - SB - 10 Yrs.,"PROPOSITION NO. 2 (SALES TAX RENEWAL)  SUMMARY:  10 YEAR, 1/2% SALES TAX RENEWAL FOR THE RICHLAND PARISH SCHOOL BOARD, FOR MAINTAINING AND OPERATING PUBLIC SCHOOLS.","Shall the Parish School Board of the Parish of Richland, State of Louisiana, pursuant to Article VI, Section 29 of the Louisiana Constitution of 1974 and other constitutional and statutory authority, be authorized to continue to levy and collect, and to adopt an ordinance providing for such continued levy and collection, a tax of one-half of one percent (1/2%) (the ""Tax"") upon the sale at retail, the use, the lease or rental, the consumption, and the storage for use or consumption, of tangible personal property and upon the sale of services in the Parish of Richland, State of Louisiana, all as defined by law, for an additional term of ten (10) years, beginning June 1, 2007, with the net proceeds of the Tax (after paying the reasonable and necessary costs of administering and collecting the Tax) to be used to maintain and operate the public schools of Richland Parish as follows: 1. $150,000 plus ten percent (10%) of each year's net proceeds to balance the School Board budget and meet inflation costs; 2. Ten percent (10%) of each year's net proceeds to fund a reserve and self-insurance fund to pay for expenses of natural disasters or catastrophes and to pay premiums for casualty insurance, provided that at anytime the balance in such fund exceeds $500,000, then this portion of the Tax may be used for the purposes described in subparagraph 1 above; and 3. The balance of each year's net proceeds to be allocated to each school district on a per-pupil basis and expended within each such school district in such manner as may be approved by the School Board; provided, however, that in the event of a natural disaster in any school district, the costs of which cannot be fully paid from the reserve and self-insurance fund described in subparagraph 2 above or from insurance proceeds, the School Board may approve the use of the portion of the Tax described in subparagraph 3 above to defray the costs of such disaster, with any such allocation to be offset in subsequent years by corresponding reallocations to the original districts?",1510,395,79.27,-1,-1,Pass
2006-04-29,43,Sabine,4166,Village of Converse -- Prop. #1 - Alcohol <6% Package only - BOA,PROPOSITION NO. 1  SUMMARY: AUTHORITY TO SELL BEVERAGES OF ALCOHOLIC CONTENT CONTAINING NOT MORE THAN SIX PERCENT ALCOHOL BY VOLUME BY PACKAGE ONLY AND NOT FOR CONSUMPTION ON THE PREMISES IN THE VILLAGE OF CONVERSE.,"Shall the sale of beverages of alcoholic content containing not more than six percent (6%) alcohol by volume be permitted by package only and not for consumption on the premises in the Village of Converse, State of Louisiana?",5,46,9.8,-1,-1,Fail
