measure_class,dor_code,municipality,fiscal_year,vote_date,description,department,amount,result,votes_yes,votes_no
debt_exclusion,334,Westport,2021,2020-11-03,Bonds For A New Roof At Westport Elementary School,School,,Pass,5555,4265
debt_exclusion,305,Wakefield,2024,2020-11-07,Wakefield Hs Feasibility Study,School,,Pass,200,1
debt_exclusion,058,Cheshire,2022,2020-11-21,Bonds For New F-550 For Plowing And Sanding,Public Works and Facilities,,Pass,171,129
debt_exclusion,224,Orleans,2022,2020-12-01,Fund Community Ctr Feasibility Study,Funds,,Fail,595,770
debt_exclusion,224,Orleans,2022,2020-12-01,Engineering Design/Permit For Nauset Estuary Dredging,Culture and Recreation,,Pass,846,535
debt_exclusion,224,Orleans,2022,2020-12-01,Engineering Design/Permit For Nauset Estuary Bldg Project,Culture and Recreation,,Pass,943,437
debt_exclusion,224,Orleans,2022,2020-12-01,Mill Pond Landing Restoration Project,Culture and Recreation,,Pass,707,656
debt_exclusion,224,Orleans,2022,2020-12-01,New Pumper Truck For Fd,Public Safety,,Pass,974,413
debt_exclusion,224,Orleans,2022,2020-12-01,Fire Station Feasibility Study,Public Safety,,Pass,869,518
debt_exclusion,317,Wellesley,2022,2020-12-01,Bonds For Renovation For Middle School Building Systems,School,,Pass,3215,1014
debt_exclusion,119,Hamilton,2021,2020-12-03,"Bonds For Design, Construction And Renovations To Town Hall ",General Government,,Fail,461,669
debt_exclusion,164,Lynnfield,2022,2020-12-08,Bonds For Huckleberry Hill And Summer St Schools,School,,Pass,1316,648
debt_exclusion,174,Maynard,2022,2020-12-16,Bonds For A New Fire Station,Public Safety,,Pass,1123,366
debt_exclusion,012,Ashby,2022,2021-01-12,Bonds For Public Safety Building,Public Works and Facilities,,Pass,597,457
debt_exclusion,014,Ashland,2022,2021-01-27,Bonds For New Public Safety Bldg,Public Safety,,Pass,1558,205
debt_exclusion,014,Ashland,2022,2021-01-27,Bonds For New Mindess Elementary School,School,,Pass,1543,219
debt_exclusion,331,Westhampton,2022,2021-03-13,Bonds For New Public Safety Complex 48 Stage Road,Public Works and Facilities,,Pass,350,186
debt_exclusion,041,Brewster,2022,2021-03-30,Bonds To Renovate Nauset Reg Hs,School,,Pass,2158,1415
debt_exclusion,086,Eastham,2022,2021-03-30,Bonds For Renovation Of Nauset Reg Hs,School,,Pass,1479,476
debt_exclusion,224,Orleans,2022,2021-03-30,Bond For Renovation Of Nauset Reg Hs,School,,Pass,1619,633
debt_exclusion,318,Wellfleet,2022,2021-03-30,Bonds To Renovate Nauset Region Hs,School,,Pass,910,159
debt_exclusion,344,Winchester,2024,2021-03-30,Bonds For Muraco Elementary School Culvert,General Government,,Pass,2734,909
debt_exclusion,218,Norton,2022,2021-04-10,"Bonds To Plan,Design, Construct, Furnish Town Hall, Community Support Center And Athletic Complex At Norton Public Schools",General Government,,Pass,1675,1583
debt_exclusion,334,Westport,2022,2021-04-13,Bonds For New Bristol Agr High School,School,,Pass,682,125
capital_exclusion,221,Oak Bluffs,2022,2021-04-15,Technology Infrastructure Upgrades At Mvrhs,SCHOOL,183572,Pass,446,235
capital_exclusion,221,Oak Bluffs,2022,2021-04-15,Electric Buses For Mvrhs,SCHOOL,73128,Pass,408,277
debt_exclusion,340,Williamsburg,2023,2021-04-19,Bonds For Public Safety Complex,Public Safety,,Pass,358,187
debt_exclusion,189,Milton,2024,2021-04-27,Construct And Equip A New Fire Headquarters And Two Fire Sub-Stations,Public Safety,,Pass,3507,937
debt_exclusion,270,Shirley,2023,2021-05-04,The Amounts Require To Pay Its Allocable Share Of Regional School New Athletic Field Complex,School,,Pass,675,515
debt_exclusion,119,Hamilton,2021,2021-05-06,Town Hall Improvement,General Government,,Fail,442,513
debt_exclusion,172,Mashpee,2023,2021-05-08,Phase 1- Town Comp Nitrogen/Wastewater Mgmnt,General Government,,Pass,1446,217
debt_exclusion,333,Weston,2022,2021-05-08,"Bonds To Construct Drainage Improvements, F Wing High School Roof, Pumper Engine",General Government,,Pass,757,441
debt_exclusion,029,Bernardston,2022,2021-05-10,Bond For Replacing Snow Plow Equipment,Public Works and Facilities,,Pass,155,46
debt_exclusion,029,Bernardston,2022,2021-05-10,Bond For Building A New Fire Station,Public Safety,,Pass,133,68
debt_exclusion,034,Bolton,2023,2021-05-10,Bond For New Fire Truck,Public Safety,,Pass,108,47
debt_exclusion,113,Great Barrington,2022,2021-05-11,Bonds For Building Improvements To Police Station And Construction Public Restrooms,Public Safety,,Pass,599,343
debt_exclusion,242,Provincetown,2022,2021-05-11,Bonds To Pay Costs Of Implementing Improvements Of Town'S Storm Water,Public Works and Facilities,,Pass,1033,261
debt_exclusion,303,Upton,2023,2021-05-11,"Construction, Equipping, Furnishing Community Center",General Government,,Pass,806,727
debt_exclusion,231,Pembroke,2022,2021-05-15,Bonds To Design/Construct Community Ctr Sr Ctr,Culture and Recreation,,Pass,1136,850
debt_exclusion,081,Dunstable,2022,2021-05-18,Bonds For Roads Dpt Loader,Public Works and Facilities,,Pass,265,175
debt_exclusion,081,Dunstable,2022,2021-05-18,Bonds For Fd Rescue Vehicle,Public Safety,,Pass,262,180
debt_exclusion,096,Falmouth,2024,2021-05-18,Bonds For New Roof At Teaticket Elementary,School,,Pass,3021,670
debt_exclusion,125,Harvard,2023,2021-05-18,Slate Roof For Old Library,General Government,,Pass,655,316
debt_exclusion,126,Harwich,2022,2021-05-18,Bond For Pumper/Ladder Fire Truck,Public Safety,,Pass,829,422
debt_exclusion,126,Harwich,2022,2021-05-18,Bond For Road Maintenance  Program,Public Works and Facilities,,Pass,988,383
debt_exclusion,144,Ipswich,2024,2021-05-18,Topsfield Rd Reconstruction,Public Works and Facilities,,Pass,935,375
debt_exclusion,144,Ipswich,2024,2021-05-18,Town Hill Water Tanks-Design & Construct,Public Works and Facilities,,Pass,1136,193
debt_exclusion,173,Mattapoisett,2022,2021-05-18,"Bonds To Pay For Improvements To Main, Water, Beacon And Marion Rd.",Public Works and Facilities,,Pass,1058,634
debt_exclusion,139,Hopkinton,2022,2021-05-22,Bonds For Hopkinton Middle School Hvac And Digital Upgrade,School,,Pass,610,160
debt_exclusion,139,Hopkinton,2022,2021-05-22,Bonds For New Marathon School,School,,Pass,529,243
debt_exclusion,139,Hopkinton,2022,2021-05-22,Bonds For New Middle Schools Roof,School,,Pass,613,159
debt_exclusion,139,Hopkinton,2022,2021-05-22,Bonds For New Police Station Roof,Pre-Proposition 2 1/2 Debt,,Pass,589,181
debt_exclusion,249,Richmond,2022,2021-05-22,"Bonds For A New Town Hall, Library Community Ctr",General Government,,Pass,260,22
debt_exclusion,273,Somerset,2022,2021-05-22,Bonds For A New Somerset Middle School,School,,Pass,918,873
debt_exclusion,089,Edgartown,2022,2021-05-25,Bonds To Restore Memorial Wharf At 50 Dock St,General Government,,Pass,297,30
debt_exclusion,115,Groton,2022,2021-05-25,Bonds For New Elementary School At 342 Main St,School,,Pass,1063,639
debt_exclusion,224,Orleans,2022,2021-05-25,Bonds To Purchase Portion Of Gov Prence Properties,General Government,,Pass,939,544
debt_exclusion,224,Orleans,2022,2021-05-25,Design Of Nauset Dredging Project,Public Works and Facilities,,Pass,1099,379
debt_exclusion,224,Orleans,2022,2021-05-25,Mill Pond Landing Restoration Project,Public Works and Facilities,,Pass,1008,470
debt_exclusion,224,Orleans,2022,2021-05-25,Design Meetinghouse Pond Collection And Pumping Station Project,Public Works and Facilities,,Pass,1151,326
debt_exclusion,224,Orleans,2022,2021-05-25,Window And Roof Replacement At Orleans Elementary,School,,Pass,1277,210
debt_exclusion,062,Chilmark,2022,2021-05-26,Bond For Construction Of Fire Station And Ems Building,Public Safety,,Pass,247,46
debt_exclusion,013,Ashfield,2022,2021-06-05,Bonds For Repair Work To Sanderson Academy,School,,Pass,185,41
debt_exclusion,013,Ashfield,2022,2021-06-05,Bonds For Repair Work At Mohawk Trail Rsd,School,,Pass,173,42
debt_exclusion,278,Southbridge,2023,2021-06-08,New Fire Station,Public Safety,,Pass,807,780
debt_exclusion,068,Conway,2023,2021-06-10,Bonds For Paving A Section Of Shelburne Falls Rd,Public Works and Facilities,,Pass,75,13
debt_exclusion,009,Andover,2023,2021-06-15,Bond To Fund Unfunded Pension Liability,Employee Benefits,,Pass,1579,668
debt_exclusion,009,Andover,2023,2021-06-15,"Bonds To Design, Construct Elementary School",School,,Pass,1796,504
debt_exclusion,184,Middleton,2023,2021-06-15,"Bonds To Acquire 52 Acres,Design,Construct,Furnish Public Safety Building",Public Safety,,Pass,1009,522
debt_exclusion,197,Nantucket,2022,2021-06-15,Bonds For Improvements To Newton Rd ,Public Works and Facilities,,Pass,861,724
debt_exclusion,197,Nantucket,2022,2021-06-15,Bonds For Acquiring Affordable Housing Purposes Including All Costs Incidental,General Government,,Pass,990,619
debt_exclusion,197,Nantucket,2022,2021-06-15,"Bonds For Designing, Constructing, Equipping And Furnishing A Field House At Nobadeer Fields",Public Works and Facilities,,Pass,925,665
debt_exclusion,197,Nantucket,2022,2021-06-15,Bonds For Improvements To Lovers Lane,Public Works and Facilities,,Pass,941,657
debt_exclusion,197,Nantucket,2022,2021-06-15,Bonds For Improvements To Children'S Beach Storm Water Pump Station,Public Works and Facilities,,Pass,1278,335
capital_exclusion,197,Nantucket,2022,2021-06-15,Public Works And Other Capital Outlays,PUBLIC WORKS & FACILITIES,751160,Pass,1049,570
debt_exclusion,269,Sherborn,2022,2021-06-15,Bonds For Equipment And One Ton Truck ,Public Works and Facilities,,Pass,533,243
debt_exclusion,269,Sherborn,2022,2021-06-15,Bond To Fund Turf Field For Laurel Farms,Public Works and Facilities,,Fail,234,531
debt_exclusion,269,Sherborn,2022,2021-06-15,Bonds For Purchasing 2 New Police Cruisers,Public Safety,,Pass,486,280
debt_exclusion,269,Sherborn,2022,2021-06-15,Bonds For Improving Woodhaven/Leland Farms Public Water Supply,Public Works and Facilities,,Pass,559,202
debt_exclusion,269,Sherborn,2022,2021-06-15,Bonds For Improving Pine Hill Access Rd And Campus,Public Works and Facilities,,Pass,516,265
debt_exclusion,269,Sherborn,2022,2021-06-15,Bonds For Replacing Hose ,Public Safety,,Pass,642,138
debt_exclusion,269,Sherborn,2022,2021-06-15,Bonds For Town Buildings And Facilities Renovations,General Government,,Pass,556,212
debt_exclusion,269,Sherborn,2022,2021-06-15,Bonds For Roadway Management,Public Works and Facilities,,Pass,560,214
debt_exclusion,055,Chatham,2022,2021-06-17,Bonds For Design And Constructing Various Wastewater Collection Facility Projects,General Government,,Pass,831,217
debt_exclusion,055,Chatham,2022,2021-06-17,"Bonds For Design, Construction Of New Coa Facility",General Government,,Fail,481,508
debt_exclusion,055,Chatham,2022,2021-06-17,"Bonds For Designing, Constructing Various Storm Water Collection Projects",Public Works and Facilities,,Pass,820,229
debt_exclusion,078,Dover,2022,2021-06-21,Bonds For Caryl Community Center Project,Culture and Recreation,,Pass,569,99
debt_exclusion,168,Marblehead,2023,2021-06-22,New Fire Pumper Truck,Public Safety,,Pass,3418,894
debt_exclusion,168,Marblehead,2023,2021-06-22,Renovation Of Abbot Public Library,Culture and Recreation,,Pass,3021,1346
debt_exclusion,276,Southampton,2022,2021-06-22,Single Axle Dump Truck,Public Works and Facilities,,Fail,592,676
debt_exclusion,276,Southampton,2026,2021-06-22,Town Greenway,Culture and Recreation,,Pass,650,618
debt_exclusion,296,Tisbury,2022,2021-06-22,"Bonds For Repair Of Roadway Surfaces, Sidewalks And Drainage",Public Works and Facilities,,Pass,893,135
debt_exclusion,296,Tisbury,2022,2021-06-22,Bonds For Renovation To Tisbury School,School,,Pass,821,224
debt_exclusion,297,Tolland,2023,2021-06-23,Bonds To Pay For New Dump Truck For Dpw,Public Works and Facilities,,Pass,38,17
debt_exclusion,038,Boxford,2023,2021-06-29,Center At Ten Elm,Health and Human Service,,Pass,560,185
debt_exclusion,138,Hopedale,2022,2021-06-29,"Bonds To Engineer, Construct Various Town Projects",General Operating,,Pass,181,140
debt_exclusion,318,Wellfleet,2022,2021-06-30,Bonds To Purchase Portable Radio Replacements,Public Safety,,Pass,693,217
debt_exclusion,318,Wellfleet,2022,2021-06-30,Bonds To Purchase Emergency Response Vessel For Marina,Public Safety,,Pass,623,286
debt_exclusion,318,Wellfleet,2022,2021-06-30,Bonds To Purchase Replacement 3/4 Ton Pick-Up Truck,Public Works and Facilities,,Pass,544,353
debt_exclusion,318,Wellfleet,2022,2021-06-30,Bonds To Purchase Replacement Transfer Station Roll-Off Truck,Public Works and Facilities,,Pass,544,347
debt_exclusion,318,Wellfleet,2022,2021-06-30,Bonds To Purchase Engineering Services For Mayo Creek,Public Works and Facilities,,Pass,577,304
debt_exclusion,318,Wellfleet,2022,2021-06-30,Bonds To Replace Baseball Backstops At Baker'S Field,Culture and Recreation,,Pass,559,334
debt_exclusion,318,Wellfleet,2022,2021-06-30,Bonds To Prepare A Study And Plans For Route 6 And Main St Improvements,Public Works and Facilities,,Pass,563,331
debt_exclusion,318,Wellfleet,2022,2021-06-30,Bonds To Pay For Subsidies/Assist In Installation Of I &A Septic Systems,Public Works and Facilities,,Pass,620,267
debt_exclusion,318,Wellfleet,2022,2021-06-30,Bonds For Permeable Reactive Barrier At 117 & 111east Commercial St,Public Works and Facilities,,Pass,507,353
debt_exclusion,318,Wellfleet,2022,2021-06-30,Bonds To Pay Costs Of Designing And Construction Of Wastewater Facilities Affordable Housing Project,Public Works and Facilities,,Pass,702,194
debt_exclusion,106,Gill,2022,2021-07-12,Bonds For Dump Truck With Plow,Public Works and Facilities,,Pass,68,23
debt_exclusion,203,New Marlborough,2022,2021-07-12,Bond Issued To Repair Hatchery Road,Public Works and Facilities,,Pass,74,20
debt_exclusion,223,Orange,2022,2021-08-23,Purchase Self Contained Breathing Apparatus,Public Safety,,Pass,113,32
debt_exclusion,058,Cheshire,2022,2021-08-24,Route 8 Water Main Replacement,Public Works and Facilities,,Pass,102,48
debt_exclusion,058,Cheshire,2022,2021-08-24,Bonds For Freightlinerm-2  Dump Truck,Public Works and Facilities,,Pass,91,60
debt_exclusion,265,Seekonk,2023,2021-08-30,Bond For Reno Of The Seekonk Connolly Field & Track,School,,Pass,5460,4080
debt_exclusion,047,Buckland,2024,2021-08-31,Bonds For Mohawk Trail Capital Improvement Proj,School,,Pass,91,18
debt_exclusion,047,Buckland,2024,2021-08-31,Bonds To Pay For Costs For Capital Improvement Projects At Buckland-Shelburne Elementary School,School,,Pass,94,15
debt_exclusion,212,North Brookfield,2023,2021-09-07,Bonds To Purchase 63-65 Donovan Rd,General Government,,Pass,187,34
debt_exclusion,151,Leicester,2023,2021-09-20,Bonds To Purchase The Former Becker College Campus Other Associated Costs,General Government,,Pass,1222,205
debt_exclusion,041,Brewster,2023,2021-10-05,Bonds To Acquire W.H. Besse Cartway 66 Acres,Culture and Recreation,,Pass,2877,395
debt_exclusion,041,Brewster,2023,2021-10-05,Bonds To Acquire 3057 Main St,Culture and Recreation,,Pass,2846,414
debt_exclusion,291,Swampscott,2022,2021-10-19,"Design,Develop And Construction Of Hadley New Elementary School",School,,Pass,2741,1470
debt_exclusion,339,Wilbraham,2022,2021-10-23,"Bond For Design, Const, Equip & Furn Adult Community Center",General Government,,Pass,1117,343
debt_exclusion,144,Ipswich,2022,2021-10-26,"Public Safety Building-Design, Construct, Equip",Public Works and Facilities,,Pass,1412,610
debt_exclusion,335,Westwood,2022,2021-10-26,Bonds For New Paul R. Hanlon Elementary School,School,,Pass,1815,667
debt_exclusion,125,Harvard,2022,2021-11-02,"Bonds To Purchase, Design Lancaster County Place Condominiums",General Government,,Pass,804,311
debt_exclusion,125,Harvard,2022,2021-11-02,Bonds To Purchase Pumper Truck,Public Safety,,Pass,868,250
debt_exclusion,224,Orleans,2022,2021-11-02,Bonds To Fund The Installation Of Landfill Gas Flare Replacement Project,Public Safety,,Pass,1356,451
debt_exclusion,224,Orleans,2022,2021-11-02,"Bonds To Fund Construction Of 218 Space Parking Lot Connecting To Nauset Beach Parking Lot, Including All Expenses Incidental And Related Thereto",Public Works and Facilities,,Pass,1350,487
debt_exclusion,224,Orleans,2022,2021-11-02,Bonds To Fund The Rock Harbor Dredging Project,Public Works and Facilities,,Pass,1439,398
debt_exclusion,244,Randolph,2023,2021-11-02,"Design, Construction, Equipping, Furnishing Lyons Elementary",School,,Pass,1484,1205
debt_exclusion,284,Stoneham,2023,2021-11-02,Bonds For New High School,School,,Pass,2906,688
debt_exclusion,307,Walpole,2022,2021-11-02,New Middle School At 625 Washington St.,School,,Pass,4015,2484
debt_exclusion,075,Dennis,2023,2021-12-07,Construction Of Fire Station 2,General Government,,Pass,724,153
debt_exclusion,317,Wellesley,2023,2021-12-07,Bonds For New Hunnewell Elementary School,School,,Pass,2951,797
debt_exclusion,317,Wellesley,2023,2021-12-07,Bonds For New John Hardly Elementary School,School,,Pass,3021,724
debt_exclusion,050,Canton,2023,2021-12-14,"Bonds For St Gerard Majella Catholic Church For Land, Buildings, Consultants",General Government,,Pass,675,398
debt_exclusion,287,Sturbridge,2024,2022-01-24,Senior Center Project,General Government,,Pass,289,172
debt_exclusion,344,Winchester,2024,2022-01-25,Bonds Northeast Metro Regional High School Construction,School,,Pass,679,60
debt_exclusion,285,Stoughton,2023,2022-02-01,Bonds To Construct And Furnish Fire Station,Public Safety,,Pass,1311,594
debt_exclusion,067,Concord,2023,2022-02-03,Bonds For New Middle School,School,,Pass,2124,475
debt_exclusion,247,Rehoboth,2022,2022-03-18,Bonds To Pay For Bristol-Plymouth Reg Voc Tech Sch,School,,Fail,403,465
debt_exclusion,082,Duxbury,2023,2022-03-26,Design And Construct A New Dpw Facility,Public Works and Facilities,,Pass,1086,510
debt_exclusion,015,Athol,2023,2022-04-04,"Bonds For Pinedale Ave Bridge, Fryeville Bridge, Crescent St Sluiceway",Public Works and Facilities,,Pass,188,46
debt_exclusion,015,Athol,2023,2022-04-04,Bonds To Purchase/Equip Fire Pumper Apparatus,Public Safety,,Pass,163,71
debt_exclusion,220,Norwood,2024,2022-04-04,Design & Construct New Middle School,School,,Pass,2396,843
debt_exclusion,292,Swansea,2027,2022-04-11,"Share Of The Debt For Greater Fall River Voke, Diman",School,,Pass,549,494
debt_exclusion,221,Oak Bluffs,2023,2022-04-14,Bonds For Replacement Oak Bluffs Elementary School Boiler,School,,Pass,795,194
capital_exclusion,327,West Tisbury,2023,2022-04-14,"Howes House Project, Inc Proj Mngr, Design And Const",GENERAL GOVERNMENT,423000,Pass,664,190
debt_exclusion,042,Bridgewater,2023,2022-04-23,Bonds For New Fire Station And Reno Station 2,Public Safety,,Pass,1153,446
debt_exclusion,062,Chilmark,2023,2022-04-27,Bond For New Fire Station And Ems Building,Public Safety,,Pass,273,45
debt_exclusion,062,Chilmark,2023,2022-04-27,Bond To Upgrade Hvac Systems At Chilmark School,School,,Pass,268,50
debt_exclusion,074,Deerfield,2023,2022-05-02,Bonds For Upgrade To South Deerfield Wastewater Treatment Facility,Public Works and Facilities,,Pass,553,281
debt_exclusion,116,Groveland,2023,2022-05-02,Bond To Pay Petucket Regional School Annual Assessment,School,,Fail,445,729
debt_exclusion,261,Sandwich,2023,2022-05-05,"Bond For Improvements, Constructing, Reconstructing Sandwich Public School Buildings",School,,Pass,1582,879
debt_exclusion,027,Berkley,2023,2022-05-07,"Bond Issued Police Cruisers, Plow Sanders, Street Sweeper",General Government,,Pass,294,227
debt_exclusion,333,Weston,2023,2022-05-07,"Bonds For 6 Items Dpw Drainage, Rt 20 Intersection, Bogle Brook Culvert, School Snow Removal, Air Supply Vehicle, It Update Phase 2",General Government,,Pass,518,296
capital_exclusion,228,Paxton,2023,2022-05-09,Security System At Paxton Center School,SCHOOL,50000,Pass,368,230
capital_exclusion,228,Paxton,2023,2022-05-09,Outdoor Lights At Tivnan Field,CULTURE AND RECREATION,80000,Pass,338,270
debt_exclusion,019,Ayer,2024,2022-05-10,Bond For Fire Pumper,Public Safety,,Pass,291,88
debt_exclusion,051,Carlisle,2024,2022-05-10,Towns Share Of Bond Issued By Concord-Carlisle School For Design And Reconstruction Of High School Access Road,School,,Pass,737,320
debt_exclusion,113,Great Barrington,2023,2022-05-10,"Bonds For Improvements To Town Hall Campus, Teague Senior Ctr/Parking Lot, Ramsdell Library",General Government,,Pass,227,87
debt_exclusion,197,Nantucket,2023,2022-05-10,Bonds For Design For New Our Island Home Facility,General Government,,Pass,1621,673
debt_exclusion,197,Nantucket,2023,2022-05-10,Bonds For Supp Appropriation For New Habormaster Facility,Culture and Recreation,,Pass,1499,752
debt_exclusion,197,Nantucket,2023,2022-05-10,Bonds To Repave Pleasant St And Improve Sidewalks,Public Works and Facilities,,Pass,1690,584
debt_exclusion,197,Nantucket,2023,2022-05-10,Bond For Repairs To Loran Barracks,General Government,,Pass,1467,756
debt_exclusion,197,Nantucket,2023,2022-05-10,Bond For Nantucket Ps Athletic Facility,School,,Pass,1413,851
debt_exclusion,197,Nantucket,2023,2022-05-10,Bond For Central Municipal Facility 2 Fairgrounds Rd,General Government,,Fail,843,1362
debt_exclusion,197,Nantucket,2023,2022-05-10,Bond For Construction Of Town Employee Housing,General Government,,Pass,1584,666
debt_exclusion,197,Nantucket,2023,2022-05-10,Bond For Pfas Soil Investigation,General Government,,Pass,1759,487
debt_exclusion,197,Nantucket,2023,2022-05-10,Bond For Affordable Housing,General Government,,Pass,1560,698
debt_exclusion,197,Nantucket,2023,2022-05-10,Bond For Water Main Extension,Public Works and Facilities,,Pass,1738,496
debt_exclusion,197,Nantucket,2023,2022-05-10,Bonds For Purchasing 10-12 Washington St,General Government,,Pass,1295,890
capital_exclusion,197,Nantucket,2023,2022-05-10,"General Operating Expenses Dpw, Public Safety",GENERAL OPERATING,1176000,Pass,1522,708
debt_exclusion,242,Provincetown,2023,2022-05-10,Bonds To Pay Costs Of Cammery Wharf Park Devel. Project,General Government,,Pass,495,131
debt_exclusion,242,Provincetown,2023,2022-05-10,Bonds To Pay Costs Of New Police Station,Public Safety,,Pass,493,133
debt_exclusion,252,Rockport,2023,2022-05-10,Bonds To Pay For New Dpw Facility Upper Main,Public Works and Facilities,,Pass,1167,727
debt_exclusion,269,Sherborn,2023,2022-05-10,Bond For Window Replacement Woodhaven Elder Housing,Public Works and Facilities,,Pass,284,69
debt_exclusion,269,Sherborn,2023,2022-05-10,Bond To Fund Roadway Improvements,Public Works and Facilities,,Pass,274,75
debt_exclusion,269,Sherborn,2023,2022-05-10,Bond To Fund Town Building/Facilities Improvements And Renovations,General Government,,Pass,258,90
debt_exclusion,269,Sherborn,2023,2022-05-12,Bond To Fund Stormwater Consulting And Improvements,Public Works and Facilities,,Pass,264,82
debt_exclusion,269,Sherborn,2023,2022-05-12,Bond For Floor Repairs/Improvements At Pine Hill School,School,,Pass,293,64
debt_exclusion,269,Sherborn,2023,2022-05-12,Bond For Roof Repairs/Improvements Dover-Sherborn Reg. School,School,,Pass,285,64
debt_exclusion,169,Marion,2024,2022-05-13,Bond Construction And Equipping New Dpw Ops Bldg,Public Works and Facilities,,Pass,592,246
debt_exclusion,315,Wayland,2023,2022-05-13,Bond For New Wayland Council On Aging Comm Ctr,Culture and Recreation,,Pass,1552,679
debt_exclusion,315,Wayland,2023,2022-05-13,Bond For Costs Of Natural Grass Athletic Field At Loker Conservation And Rec Area,Culture and Recreation,,Pass,1413,815
debt_exclusion,131,Hingham,2024,2022-05-14,Build A New Pool At Ss Country Club,Culture and Recreation,,Pass,2525,857
debt_exclusion,139,Hopkinton,2023,2022-05-16,Bonds Issued To Replace Fruit St Turf Field,Culture and Recreation,,Pass,1274,835
debt_exclusion,139,Hopkinton,2023,2022-05-16,Bonds Issues To Pay Increased Costs Marathon School Addition,School,,Pass,1455,646
debt_exclusion,139,Hopkinton,2023,2022-05-16,Bonds For Upgrades And Repairs Of Fire Station No 2,Public Safety,,Pass,1644,461
debt_exclusion,139,Hopkinton,2023,2022-05-16,Bonds For Repair Work On Lake Maspenock Dam Area,Culture and Recreation,,Pass,1585,499
debt_exclusion,139,Hopkinton,2023,2022-05-16,"Bonds Issued To Replace Air Handling Units In Middle School, Hs Buildings",School,,Pass,1670,445
debt_exclusion,139,Hopkinton,2023,2022-05-16,Bonds For Replacing Fire Engine And Related Equipment,Public Safety,,Pass,1680,433
debt_exclusion,096,Falmouth,2023,2022-05-17,Bonds For  New Wastewater Treatment Facility,Public Works and Facilities,,Pass,3112,1084
debt_exclusion,096,Falmouth,2023,2022-05-17,Bonds For New Fire Station On Sandwich Rd.,Public Safety,,Pass,2738,1430
debt_exclusion,216,Northbridge,2023,2022-05-17,Bonds To Pay For New Fire Station,Public Safety,,Pass,455,103
debt_exclusion,224,Orleans,2023,2022-05-17,Bonds For Construction Of Meetinghouse Pond Collection System,Public Works and Facilities,,Pass,654,249
debt_exclusion,224,Orleans,2023,2022-05-17,Bonds To Fund It Modernization Project,General Government,,Pass,617,282
debt_exclusion,224,Orleans,2023,2022-05-17,Bonds For Construction Of Town'S Drainage In Meetinghouse Sewer Area,Public Works and Facilities,,Pass,658,247
debt_exclusion,276,Southampton,2026,2022-05-17,Gvw Wheel Loader Highway Loader,Public Works and Facilities,,Pass,155,148
debt_exclusion,301,Tyngsborough,2023,2022-05-17,"Bonds To Design, Construct, Furnish New Middle School",School,,Pass,1376,637
debt_exclusion,264,Scituate,2023,2022-05-21,"Bond To Demolish Water Treatment Facility, Design Construct Equip A Water Treatment Plant",Public Works and Facilities,,Pass,2295,914
debt_exclusion,286,Stow,2026,2022-05-21,Randall Library Renovations,Culture and Recreation,,Pass,602,285
debt_exclusion,155,Lexington,2023,2022-06-06,"Bonds For A New Police Station Incl Demo,Architect,Furnishings",Public Safety,,Pass,1615,1236
debt_exclusion,080,Dudley,2023,2022-06-13,Purchase Of Highway Equipment,Public Works and Facilities,,Pass,363,177
debt_exclusion,080,Dudley,2023,2022-06-13,Purchase Of Public Safety Vehicles,Public Safety,,Pass,320,222
debt_exclusion,106,Gill,2026,2022-06-21,Purchase Responder 4wd Fire Truck,Public Safety,,Pass,47,12
debt_exclusion,168,Marblehead,2024,2022-06-21,"Roof Replacements, Road & Sidewalk Improvements, Smart Panels, Hvac, Salt Shed, Hs Boiler",General Operating,,Pass,3347,2178
debt_exclusion,318,Wellfleet,2023,2022-06-21,Bonds To Pay Costs Of Installing Fire Suppression @ Elementary School,School,,Pass,642,135
debt_exclusion,146,Lakeville,2023,2022-06-28,Bonds To Acquire 44 Clear Pond Rd,General Government,,Pass,1158,653
debt_exclusion,186,Millbury,2025,2022-06-28,Construct A New Fire Headquarters Building,Public Safety,,Pass,234,95
debt_exclusion,316,Webster,2023,2022-06-28,Bartlett High School Renovation,School,,Pass,1095,611
capital_exclusion,081,Dunstable,2023,2022-07-19,Of Paying For Capital Expenses In Relation To The Groton-Dunstable Regional School District ,SCHOOL,188974,Pass,188,179
debt_exclusion,202,New Braintree,2024,2022-08-02,Town Hall Repairs,General Government,,Pass,70,20
debt_exclusion,067,Concord,2023,2022-09-06,Bond For Cchs Improvements Including Hs Access Road,School,,Pass,2631,2120
debt_exclusion,203,New Marlborough,2024,2022-09-06,Bond For Capital Road Projects,Public Works and Facilities,,Pass,279,155
debt_exclusion,255,Royalston,2023,2022-09-06,"Purchase 2 Dpw Trucks, Paint Whitney Hall",Public Works and Facilities,,Pass,204,119
debt_exclusion,318,Wellfleet,2023,2022-09-20,Bonds To Purchase Land At 80 State Highway ,General Government,,Pass,583,247
debt_exclusion,084,East Brookfield,2024,2022-10-04,School Construction,School,,Pass,298,189
debt_exclusion,280,Spencer,2024,2022-10-04,David Prouty High School Addition/Renovation Project,School,,Pass,1456,1052
debt_exclusion,026,Belmont,2024,2022-11-08,Bond To Pay For New Skating Rink,Culture and Recreation,,Fail,5710,6051
